"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Vaishno Cement ","Keight Ventures LLP","Other","Disposal","2026-08-12","500000","373500","5.58","","-","13 Jan 2026  13 Jan 2026","SAST (29(2))","-","Market"
"Updater Services","Tangirala Venkata Subbiah Sarma","Promoter","Acquisition","2026-08-12","2344025","2344025","3.50","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market"
"Uniphos Enterprises","Demuric Holdings Pvt Ltd & PACs","Promoter","Acquisition","2026-08-12","50966612","51383549","73.28","","-","21 Jul 2026  21 Jul 2026","SAST (29(1))","-","Scheme Of Amalgamation"
"Umiya Buildcon","Umiya Holding Pvt Ltd","Promoter","Acquisition","2026-08-12","3100","7204266","0.02","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Market"
"UPL","Demuric Holdings Pvt Ltd","Promoter","Acquisition","2026-08-12","180764622","185992965","21.41","","-","21 Jul 2026  21 Jul 2026","SAST (29(2))","-","Scheme Of Amalgamation"
"Umiya Tubes","Bhikhaji Chavda","Promoter","Disposal","2026-08-12","25000","332368","0.24","","-","23 Jun 2026  23 Jun 2026","SAST (29(2))","-","Market"
"Updater Services","SIS Ltd","Other","Acquisition","2026-08-12","1447295","4910768","2.16","","-","31 Jul 2026  31 Jul 2026","SAST (29(2))","-","Market"
"Updater Services","SIS Ltd","Other","Acquisition","2026-08-12","196289","3463473","0.29","","-","03 Jul 2026  03 Jul 2026","SAST (29(1))","-","Market"
"Updater Services","Anjan Sarma","Promoter","Disposal","2026-08-12","2344025","-","3.50","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Off Market"
"Vadilal Industries","Virendrabhai Ramchandra Ghandhi","Promoter","Disposal","2026-08-12","50000","-","33.33","","-","18 Jul 2026  18 Jul 2026","SAST (29(2))","-","Indirect Transfer"
"Vadilal Industries","IVG Trust","Promoter","Acquisition","2026-08-12","50000","50000","33.33","","-","18 Jul 2026  18 Jul 2026","SAST (29(2))","-","IndirectAcquisition"
"Ugro Capital","ACM Global Fund VCC","Other","Disposal","2026-08-12","1590909","7581080","1.02","","-","02 Jul 2026  02 Jul 2026","SAST (29(2))","-","Market"
"Global Longlife Hospital","DHRUV SURESHKUMAR JANI","Promoter and Director","Disposal","2026-08-12","722000","990","6.88","12.6","9,075,030","10 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","SANDIP SADEKAR","Designated Person","Invoke","2026-08-12","4215","0
                
                
                    (0%)","0.00","880","3,709,200","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"NRB Bearings","Harshbeena Zaveri","Promoter","-","2026-08-12","1200000","40190885","1.24","455.9","547,020,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","None"
"Bluestone Jewellery","SANDIP SADEKAR","Designated Person","Disposal","2026-08-12","2788","4215","0.00","870","2,425,560","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","Market Sale"
"GAMCO","RASHI GOENKA","Promoter Group","Acquisition","2026-08-12","15066","1585697","0.03","49.8","749,704","07 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Sterlite Tech","Navin Agarwal","Promoter Group","Disposal","2026-08-12","5000","149445","0.00","636","3,180,000","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Fischer Medical","Shankar Varadharajan","Promoter","Acquisition","2026-08-12","1200000","78501530","0.19","23.4","28,080,000","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Conversion of security"
"eClerx Services","Eclerx Employee Welfare","Trust","Acquisition","2026-08-12","10482","2085140","0.01","1807.6","18,947,756","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-12","1090","32160","0.00","862.0","939,526","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Fischer Medical","FMV Holdings Pte Ltd","Promoter","Acquisition","2026-08-12","5431664","337192784","0.84","23.4","127,100,938","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Conversion of security"
"Bluestone Jewellery","Suket Murarka","Designated Person","Disposal","2026-08-12","7160","25000","0.00","883.0","6,322,480","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Apcotex Industries","Aquamarine Trading and Investments Private Limited","Promoter Group","Acquisition","2026-08-12","500","250815","0.00","615","307,500","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Avenue Supermarts","Kirit Amratlal Nagda","Designated Person","Disposal","2026-08-12","2100","100400","0.00","4011.9","8,425,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Infosys","Infosys Employee Benefits Trust","Trust","Disposal","2026-08-12","1305","7931714","0.00","1183","1,543,815","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Off Market"
"Avenue Supermarts","Bimal Suresh Desai","Designated Person","Disposal","2026-08-12","200","22100","0.00","4025.4","805,078","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Avenue Supermarts","Swati Tushar Dahibawkar","Designated Person","Disposal","2026-08-12","300","10796","0.00","4050","1,215,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Kirloskar Oil Engines","Madankumar Kotragouda Patil","Designated Person","Disposal","2026-08-12","1940","0
                
                
                    (0%)","0.00","2099.4","4,072,855","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Avenue Supermarts","Bimal Suresh Desai","Designated Person","Disposal","2026-08-12","100","22000","0.00","4075","407,500","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Ceat","Employee Welfare Trust","Trust","Acquisition","2026-08-12","15307","139879","0.04","3756.1","57,494,975","07 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"NCL Industries","VIKRAM CHEMICALS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-12","3800","17411","0.01","174.3","662,208","10 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"NCL Industries","Kakatiya Industries Pvt.Ltd","Promoter Group","Acquisition","2026-08-12","7261","633764","0.02","174.6","1,268,058","10 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"NCL Industries","Kalidindi Ravi","Promoter and Director","Acquisition","2026-08-12","79419","3250311","0.18","175.0","13,900,341","10 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Tata Consumer ","Sivakumar Sivasankaran","KMP","Acquisition","2026-08-12","3480","3480","0.00","1107.4","3,853,752","09 Aug 2026  09 Aug 2026","Insider Trading","Equity","ESOP"
"Apcotex Industries","Ankur Girish Choksey","Promoter Group","Acquisition","2026-08-12","500","34500","0.00","618","309,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Tata Consumer ","Gharry Eccles","Designated Person","Acquisition","2026-08-12","25664","25664","0.00","1131.3","29,033,683","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"Sacheta Metals","PRANAV SATISHKUMAR SHAH","Promoter Group","Acquisition","2026-08-12","37300","11437170","0.03","3.8","141,740","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Nila Spaces","Kiran B Vadodaria","Promoter","Disposal","2026-08-12","840838","30917262","0.21","12.0","10,123,612","10 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Indokem","Prism Plantations Pvt Ltd","Promoter Group","Disposal","2026-08-12","217","6168","0.00","650","141,050","12 Aug 2026  12 Aug 2026","Insider Trading","Equity","Market Sale"
"Asahi Songwon Colors","Arjun Gokul Jaykrishna","Promoter and Director","Acquisition","2026-08-12","10000","49950","0.08","338.1","3,381,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Grauer & Weil","Yash More","Promoter Group","Disposal","2026-08-12","9516120","0
                
                
                    (0%)","2.10","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Grauer & Weil","Niraj Kumar More","Promoter and Director","Acquisition","2026-08-12","9516120","45220332","2.10","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Grauer & Weil","Aman More","Promoter Group","Disposal","2026-08-12","9516120","0
                
                
                    (0%)","2.10","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Sangam","Sangam (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-12","10975","911293","0.02","311.2","3,415,455","07 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"Grauer & Weil","Pallavi More","Promoter Group","Acquisition","2026-08-12","9516120","15814938","2.10","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Jubilant Ingrevia","Jubilant Ingrevia Employees Welfare Trust","Trust","Disposal","2026-08-12","9200","1555390","0.01","733.1","6,744,520","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","ESOP"
"Senores Pharmaceuticals","DHANANJAY ASHOKKUMAR BAROT","Promoter Group","Disposal","2026-08-12","30000","282689","0.07","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Off Market"
"GNA Axles","MANINDER SINGH SEEHRA","Promoter Group","Disposal","2026-08-12","494966","2029750","1.15","533.8","264,218,999","10 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Senores Pharmaceuticals","ASHOKKUMAR VIJAYSINH BAROT","Promoter","Acquisition","2026-08-12","30000","3474869","0.07","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Off Market"
"HCL Technologies","SHIV KUMAR WALIA","Designated Person","Disposal","2026-08-12","3000","237","0.00","1362.6","4,087,797","07 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Dalmia Bharat","Shri Brahma Creation Trust","Promoter Group","Disposal","2026-08-12","359710","0
                
                
                    (0%)","0.19","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"GNA Axles","HARJINDER KAUR","Promoter Group","Disposal","2026-08-12","224800","283000","0.52","526.1","118,263,543","07 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Dalmia Bharat","Priyang Dalmia","Promoter Group","Acquisition","2026-08-12","359710","359710","0.19","0","0","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"TruAlt Bioenergy","NIRANI HOLDINGS PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-12","24200","1419136","0.03","478.4","11,576,796","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Three M Paper Boards","Hitendra Dhanji Shah","Promoter","Acquisition","2026-08-12","4000","9142760","0.02","","-","01 Jul 2026  01 Jul 2026","SAST (29(2))","-","Market"
"TMT","Yoga Builders Pvt Ltd","Other","Acquisition","2026-08-12","762990","762990","15.40","","-","27 Jul 2026  27 Jul 2026","SAST (29(1))","-","Open Offer"
"Transcorp Intl","Ashok Kumar Agarwal & Others","Promoter","Acquisition","2026-08-12","90000","23271004","0.28","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Off Market / Inter se transfer"
"Moongipa Cap Fin","Piyush Jain","Promoter","Acquisition","2026-08-12","50000","496110","0.55","0.0","1","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Techno Electric","Techno Family Welfare Trust","Other","Acquisition","2026-08-12","200000","-","0.17","","-","30 Jun 2026  30 Jun 2026","SAST (10(5))","-","None"
"TeamLease Services","ICICI Prudential Mutual Fund","Other","Disposal","2026-08-12","348176","544399","2.07","","-","19 Feb 2025  23 Jul 2026","SAST (29(2))","-","Market"
"Tejassvi Aaharam","Praanna Natarajan & Others","Other","Acquisition","2026-08-12","42197154","42197155","72.55","","-","20 Jul 2026  20 Jul 2026","SAST (29(1))","-","Pref. Allotment"
"Thirumalai Chemicals","Motilal Oswal Small Cap Fund & Others","Other","Disposal","2026-08-12","151245","5744128","0.12","","-","17 Jul 2026  17 Jul 2026","SAST (29(2))","-","Market"
"Standard Surfactants","Beni Madhav Saurabh Gautam Garg HUF","Promoter Group","Disposal","2026-08-12","16000","16000","0.19","47.6","761,760","02 Jun 2026  02 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Sudha Garg","Promoter Group","Disposal","2026-08-12","40000","0
                
                
                    (0%)","0.48","47.3","1,892,000","12 Jun 2026  12 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Beni Madhav Sudha Garg HUF","Promoter Group","Disposal","2026-08-12","34000","0
                
                
                    (0%)","0.41","52.2","1,774,800","29 Jun 2026  29 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Beni Madhav Saurabh Garg HUF","Promoter Group","Disposal","2026-08-12","32000","0
                
                
                    (0%)","0.39","52.2","1,670,400","29 Jun 2026  29 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Beni Madhav Garg HUF","Promoter Group","Disposal","2026-08-12","35500","0
                
                
                    (0%)","0.43","47.6","1,690,155","02 Jun 2026  02 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Gautam Garg","Promoter Group","Acquisition","2026-08-12","157500","177500","1.91","49.5","7,789,115","02 Jun 2026  29 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Beni Madhav Saurabh Gautam Garg HUF","Promoter Group","Disposal","2026-08-12","16000","0
                
                
                    (0%)","0.19","47.3","756,800","02 Jun 2026  02 Jun 2026","Insider Trading","Equity","Market Sale"
"Standard Surfactants","Beni Madhav Gautam Garg HUF","Promoter Group","Disposal","2026-08-12","32000","0
                
                
                    (0%)","0.39","52.2","1,670,400","29 Jun 2026  29 Jun 2026","Insider Trading","Equity","Market Sale"
"Satin Creditcare","SATIN EMPLOYEES WELFARE TRUST","Other","Disposal","2026-08-12","10000","412946","0.01","222.4","2,223,800","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"Master Trust","HARJEET SINGH ARORA","Promoter and Director","Revoke","2026-08-12","7500000","15868480","6.10","80.6","604,575,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","None"
"Divi's Laboratories","K. Sridevi","Immediate Relative","Disposal","2026-08-12","200","3300","0.00","8475","1,695,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"Satin Creditcare","Anil Gupta","Designated Person","Acquisition","2026-08-12","10000","10000","0.01","222.4","2,223,800","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","ESOP"
"Master Trust","RAJINDER KUMAR SINGHANIA","Promoter and Director","Revoke","2026-08-12","7500000","28728570","6.10","80.6","604,575,000","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","None"
"Jain Resource Recycling","Mayank Pareek","Designated Person","-","2026-08-12","1100000","4759410","0.32","320","352,000,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Pledge Creation"
"Avonmore Capital","INNOVATIVE MONEY MATTERS PRIVATE LIMITED","Promoter","Acquisition","2026-08-12","260000","94064900","0.09","11.4","2,963,578","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"HIM Teknoforge","SBICAP TRUSTEE COMPANY LIMITED","Connected Person","-","2026-08-12","500000","500000","5.28","278.1","139,050,000","05 Jun 2026  06 Aug 2026","Insider Trading","Equity","Pledge Creation"
"HEG","Sandip Somany","Director","Acquisition","2026-08-11","30000","101250","0.02","678.5","20,355,900","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bharat Wire Ropes","GOVINDA MANGARU SONI","KMP","Acquisition","2026-08-11","1781","14398","0.00","112.5","200,363","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"Bharat Wire Ropes","HEMANT RAMESH AGRAWAL","Designated Person","Acquisition","2026-08-11","15000","15000","0.02","112.5","1,687,500","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"Bharat Wire Ropes","GOVIND DAS GUPTA","Designated Person","Acquisition","2026-08-11","3641","42460","0.01","112.5","409,613","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"Bharat Wire Ropes","VEDPRAKASH RAMGOPAL SHARMA","Designated Person","Acquisition","2026-08-11","4522","8357","0.01","112.5","508,725","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"Bharat Wire Ropes","RAKESH KUMAR JAIN","KMP","Acquisition","2026-08-11","5481","48481","0.01","112.5","616,613","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","ESOP"
"TCI Express","TCI Express Consolidated Ltd","Promoter","Acquisition","2026-08-11","123900","17182133","0.32","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market / Inter-se Transfer"
"TCI Express","Nippon India Mutual Fund","Other","Acquisition","2026-08-11","500000","1984921","1.30","","-","16 Oct 2020  15 Jul 2026","SAST (29(1))","-","Market"
"TCI Express","TCI Trading","Promoter","Disposal","2026-08-11","123900","2363597","0.32","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market / Inter-se Transfer"
"TCI Express","HDFC Mutual Fund","Other","Disposal","2026-08-11","1030484","944547","2.68","","-","15 Jul 2026  15 Jul 2026","SAST (29(2))","-","Market"
"Sangam","Ram Kumar Sethiya","Designated Person","Acquisition","2026-08-11","400","400","0.00","612.6","245,020","27 Jul 2026  27 Jul 2026","Insider Trading","Equity","ESOP"
"Dr. Lal Pathlabs","Ved Prakash Goel","KMP","Disposal","2026-08-11","1000","51204","0.00","1942","1,942,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Sangam","Ram Kumar Sethiya","Designated Person","Disposal","2026-08-11","270","130","0.00","604.7","163,279","28 Jul 2026  28 Jul 2026","Insider Trading","Equity","Market Sale"
"Sangam","Ram Kumar Sethiya","Designated Person","Disposal","2026-08-11","700","555","0.00","612.5","428,747","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Healthcare Global","Sunu Manuel","KMP","Disposal","2026-08-11","27000","64849","0.02","708.0","19,117,157","10 Aug 2026  11 Aug 2026","Insider Trading","Equity","Invocation of pledge"
"Sangam","Ram Kumar Sethiya","Designated Person","Acquisition","2026-08-11","1125","1255","0.00","612.5","689,118","05 Aug 2026  05 Aug 2026","Insider Trading","Equity","ESOP"
"eClerx Services","Eclerx Employee Welfare","Trust","Acquisition","2026-08-11","10740","2064253","0.01","1764.0","18,945,135","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kaiser Corporation","Prit Hi –Power Private Limited","Promoter","Disposal","2026-08-11","944830","842600","1.80","6.1","5,761,147","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"eClerx Services","Eclerx Employee Welfare","Trust","Acquisition","2026-08-11","10405","2074658","0.01","1820.9","18,946,228","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","20355","27137","0.20","310.9","6,327,962","27 Jul 2026  27 Jul 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","800","6782","0.01","300.4","240,280","24 Jul 2026  24 Jul 2026","Insider Trading","Equity","Market Purchase"
"Prataap Snacks","Authum Investment & Infrastructure Limited","Promoter","Acquisition","2026-08-11","273968","11522007","1.14","1179.9","323,243,885","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","2683","45320","0.03","323.9","868,970","31 Jul 2026  31 Jul 2026","Insider Trading","Equity","Market Purchase"
"Affle 3I","Affle (India) Limited Employees Welfare Trust","Trust","Disposal","2026-08-11","1848","255049","0.00","1677.5","3,100,022","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","ESOP"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","1000","42637","0.01","323.2","323,225","29 Jul 2026  29 Jul 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","5975","5982","0.06","301.1","1,799,371","24 Jul 2026  24 Jul 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","8000","41637","0.08","318.2","2,545,920","29 Jul 2026  29 Jul 2026","Insider Trading","Equity","Market Purchase"
"Nureca","Smita Goyal","Promoter Group","Acquisition","2026-08-11","6500","33637","0.06","310.5","2,017,990","28 Jul 2026  28 Jul 2026","Insider Trading","Equity","Market Purchase"
"HCL Technologies","Rahul Singh","Designated Person","Disposal","2026-08-11","5000","152267","0.00","1357.4","6,787,000","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Fischer Medical","Shankar Varadharajan","Promoter","Acquisition","2026-08-11","2300000","77301530","0.35","23.4","53,820,000","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Conversion of security"
"Indokem","Prism Plantations Pvt Ltd","Promoter Group","Disposal","2026-08-11","194","6385","0.00","670.6","130,087","11 Aug 2026  11 Aug 2026","Insider Trading","Equity","Market Sale"
"GNA Axles","MANINDER SINGH SEEHRA","Promoter Group","Disposal","2026-08-11","417943","2524716","0.97","532.2","222,448,000","04 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Indong Tea Company","Sangita Madhogaria","Promoter Group","Acquisition","2026-08-11","8000","8000","0.04","9.0","72,122","21 Jul 2026  22 Jul 2026","Insider Trading","Equity","Market Purchase"
"HMA Agro Industries","MOHAMMAD KAMIL QURESHI","Promoter Immediate Relative","Acquisition","2026-08-11","42575347","42575347","8.50","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Gift"
"Keerthi Industries","Seshagiri Rao Jasti","Promoter and Director","Revoke","2026-08-11","2405021","3081559","30.00","41.5","99,808,372","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","None"
"SAR Auto Products","SHREYAS RAMESHBHAI VIRANI","Promoter and Director","Disposal","2026-08-11","2566","1304583","0.05","3841.0","9,856,054","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"HMA Agro Industries","WAJID AHMED","Promoter","Disposal","2026-08-11","42575347","0
                
                
                    (0%)","8.50","0","0","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Gift"
"Ganon Products","Kamla Business Ventures Private Limited","Promoter","Disposal","2026-08-11","50000","737969","0.54","8.1","405,000","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"ADF Foods","Vishal Suryakant Sonchhatra","Designated Person","Disposal","2026-08-11","9000","108000","0.01","262.9","2,366,470","06 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Sale"
"Sugs Lloyd","SANTOSH KUMAR SHAH","Promoter and Director","Acquisition","2026-08-11","8000","157000","0.03","176.1","1,408,722","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Obcl","OBCL INFRASTRUCTURE PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-11","7101","2074182","0.03","53.5","379,842","06 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Purchase"
"Sugs Lloyd","SANTOSH KUMAR SHAH","Promoter and Director","Acquisition","2026-08-11","6000","149000","0.03","169.7","1,018,351","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Purchase"
"Tai Industries","Utsav Promoters Pvt Ltd & PACs","Other","Acquisition","2026-08-11","1350","176737","0.02","","-","22 Jul 2026  22 Jul 2026","SAST (29(2))","-","Market"
"Tata Motors PV","Life Insurance Corporation of India","Other","Acquisition","2026-08-11","1164000","185190539","0.03","","-","23 Jul 2026  23 Jul 2026","SAST (29(2))","-","Market"
"T & I Global","Counter Cyclical Investment Pvt Ltd","Other","Acquisition","2026-08-11","9311","468735","0.18","","-","16 Jul 2026  16 Jul 2026","SAST (29(2))","-","Market"
"T T","Sanjay Kumar Jain","Promoter","Acquisition","2026-08-11","34251","6077346","0.01","","-","24 Jun 2026  29 Jun 2026","SAST (29(2))","-","Market"
"TBO Tek","Augusta TBO (Singapore) Pte Ltd","Other","Disposal","2026-08-11","2182842","3735385","2.04","","-","13 Jul 2026  13 Jul 2026","SAST (29(2))","-","Market"
"Happy Forgings","NARINDER SINGH","Designated Person","Disposal","2026-08-11","2000","9309","0.00","1906.2","3,812,400","07 Aug 2026  07 Aug 2026","Insider Trading","Equity","Market Sale"
"Swastika Investmart","Yogita Gandhi","Other","Acquisition","2026-08-11","1500000","1500000","7.46","","-","15 Jul 2026  15 Jul 2026","SAST (29(1))","-","Market"
"Syschem","Ranjan Jain","Promoter","Disposal","2026-08-11","34730","2475000","0.07","","-","29 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Somany Ceramics","Franklin Templeton Mutual Fund","Other","Disposal","2026-08-11","130500","1140536","0.31","","-","30 Jun 2026  30 Jun 2026","SAST (29(2))","-","Market"
"Sona BLW Precision ","Mirae Asset Mutual Fund","Other","Disposal","2026-08-11","769952","9744806","0.12","","-","02 Jul 2026  02 Jul 2026","SAST (29(2))","-","Market"
"Swashthik Plascon","Sujathaa Mehta & PACs","Other","Disposal","2026-08-11","408000","1404599","2.10","","-","25 May 2026  23 Jul 2026","SAST (29(2))","-","Market"
"Sobhagya Mercantile","Nova Global Opportunities Fund PCC","Other","Acquisition","2026-08-11","650500","650500","6.29","","-","13 Jul 2026  13 Jul 2026","SAST (29(1))","-","Pref. Allotment"
"Syschem","Virendra Shah & Others","Promoter","Acquisition","2026-08-11","4352500","17875596","8.12","","-","07 Jul 2026  07 Jul 2026","SAST (29(2))","-","Preferential Issue"
"Skipper","Utsav Ispat LLP & PACs","Promoter","Disposal","2026-08-11","424627","-","0.38","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Inter-se Transfer"
"Stellant Securities","Mangala Subhash Rathod","Promoter","Acquisition","2026-08-11","150000","2572710","2.71","","-","08 Jul 2026  08 Jul 2026","SAST (29(2))","-","Conv. of Warrants"
"Swarnsarita Jewels","Seema Chordia","Promoter","Disposal","2026-08-11","20000","-","0.10","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Market"
"Sudeep Pharma","Nuvama Crossover Opportunities Fund Series III","Other","Disposal","2026-08-11","2668118","6783177","2.40","","-","15 Jun 2026  24 Jul 2026","SAST (29(2))","-","Market"
"Suryavanshi Spinning ","Rajender Kumar Agarwal","Promoter","Acquisition","2026-08-11","240480","2319733","4.90","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Off Market"
"Sona BLW Precision ","Axis Mutual Fund (through Schemes of Axis Mutual Fund)","Other","Acquisition","2026-08-11","288446","31390025","0.05","","-","09 Jul 2026  09 Jul 2026","SAST (29(1))","-","Market"
"South Ind Bank","Kotak Mahindra Mutual Fund","Other","Acquisition","2026-08-11","14694332","135055500","0.56","","-","21 Jul 2026  21 Jul 2026","SAST (29(1))","-","Market"
"Swojas Energy Foods","Onelife Capital Advisors Ltd","Other","Acquisition","2026-08-11","1616162","3216162","3.65","","-","22 Jul 2026  22 Jul 2026","SAST (29(2))","-","Allotment"
"Suryavanshi Spinning ","Westend Developers Ltd","Other","Disposal","2026-08-11","240480","-","4.90","","-","29 Jun 2026  29 Jun 2026","SAST (29(2))","-","Off Market"
"Syngene Intl","Mirae Asset Mutual Fund","Other","Disposal","2026-08-11","861450","3260491","0.21","","-","21 Jul 2026  21 Jul 2026","SAST (29(2))","-","Market"
"Swastika Investmart","Share India Algoplus Pvt Ltd","Other","Disposal","2026-08-11","2625000","-","13.06","","-","15 Jul 2026  15 Jul 2026","SAST (29(2))","-","Market"
